,Niger
319,0.10235206
320,0.10516909
321,0.106108099
322,0.10516909
323,0.10329107
324,0.10235206
325,0.101413051
326,0.10329107
327,0.10516909
328,0.116437206
329,0.146485518
330,0.17277779
331,0.17277779
332,0.143668488
333,0.10516909
334,0.081693846
335,0.074181769
336,0.06854771
337,0.066669691
338,0.06854771
339,0.074181769
340,0.082632856
341,0.091083944
342,0.099535031
343,0.10516909
344,0.108925128
345,0.108925128
346,0.107986119
347,0.106108099
348,0.10516909
349,0.10516909
350,0.106108099
351,0.108925128
352,0.121132255
353,0.152119576
354,0.177472839
355,0.176533829
356,0.146485518
357,0.107047109
358,0.084510876
359,0.076059788
360,0.07042573
361,0.06854771
362,0.07042573
363,0.076059788
364,0.083571866
365,0.092022953
366,0.100474041
367,0.106108099
368,0.108925128
369,0.108925128
370,0.107986119
371,0.106108099
372,0.10423008
373,0.10423008
374,0.10516909
375,0.107047109
376,0.118315226
377,0.148363537
378,0.174655809
379,0.1737168
380,0.143668488
381,0.10423008
382,0.081693846
383,0.073242759
384,0.0676087
385,0.064791671
386,0.066669691
387,0.072303749
388,0.079815827
389,0.088266914
390,0.095778992
391,0.101413051
392,0.10423008
393,0.10516909
394,0.10329107
395,0.101413051
396,0.099535031
397,0.099535031
398,0.100474041
399,0.10235206
400,0.112681167
401,0.141790469
402,0.169021751
403,0.169021751
404,0.139912449
405,0.100474041
406,0.077937807
407,0.06948672
408,0.063852662
409,0.061974642
410,0.059157613
411,0.064791671
412,0.072303749
413,0.081693846
414,0.088266914
415,0.092961963
416,0.094839983
417,0.093900973
418,0.091083944
419,0.087327905
420,0.085449885
421,0.084510876
422,0.086388895
423,0.089205924
424,0.10235206
425,0.135217401
426,0.162448683
427,0.163387693
428,0.135217401
429,0.096718002
430,0.074181769
431,0.065730681
432,0.060096623
433,0.058218603
434,0.060096623
435,0.065730681
436,0.074181769
437,0.082632856
438,0.090144934
439,0.094839983
440,0.096718002
441,0.095778992
442,0.092961963
443,0.089205924
444,0.087327905
445,0.086388895
446,0.088266914
447,0.091083944
448,0.10423008
449,0.13709542
450,0.164326702
451,0.165265712
452,0.13709542
453,0.098596021
454,0.075120778
455,0.0676087
456,0.061035632
457,0.059157613
458,0.061035632
459,0.071364739
460,0.079815827
461,0.088266914
462,0.095778992
463,0.101413051
464,0.10516909
465,0.106108099
466,0.10516909
467,0.10329107
468,0.10235206
469,0.10235206
470,0.10329107
471,0.10516909
472,0.114559187
473,0.143668488
474,0.170899771
475,0.170899771
476,0.142729479
477,0.10329107
478,0.079815827
479,0.072303749
480,0.066669691
481,0.064791671
482,0.066669691
483,0.072303749
484,0.079815827
485,0.089205924
486,0.096718002
487,0.10235206
488,0.106108099
489,0.107047109
490,0.106108099
491,0.10516909
492,0.10423008
493,0.10423008
494,0.10516909
495,0.107047109
496,0.118315226
497,0.147424527
498,0.1737168
499,0.1737168
500,0.144607498
501,0.10516909
502,0.082632856
503,0.075120778
504,0.06948672
505,0.0676087
506,0.06948672
507,0.075120778
508,0.083571866
509,0.092022953
510,0.100474041
511,0.106108099
512,0.109864138
513,0.110803148
514,0.109864138
515,0.107986119
516,0.107047109
517,0.107047109
518,0.107986119
519,0.109864138
520,0.121132255
521,0.151180566
522,0.177472839
523,0.176533829
524,0.147424527
525,0.107986119
526,0.085449885
527,0.076998798
528,0.071364739
529,0.06948672
530,0.071364739
531,0.076998798
532,0.084510876
533,0.092961963
534,0.100474041
535,0.106108099
536,0.109864138
537,0.110803148
538,0.109864138
539,0.107986119
540,0.106108099
541,0.106108099
542,0.107047109
543,0.108925128
544,0.117376216
545,0.146485518
546,0.17277779
547,0.1737168
548,0.144607498
549,0.10516909
550,0.082632856
551,0.074181769
552,0.06854771
553,0.065730681
554,0.0676087
555,0.073242759
556,0.080754837
557,0.089205924
558,0.096718002
559,0.10235206
560,0.106108099
561,0.106108099
562,0.10516909
563,0.10329107
564,0.10235206
565,0.10235206
566,0.10329107
567,0.10516909
568,0.114559187
569,0.143668488
570,0.169960761
571,0.169960761
572,0.140851459
573,0.101413051
574,0.078876817
575,0.07042573
576,0.064791671
577,0.062913652
578,0.060096623
579,0.065730681
580,0.073242759
581,0.082632856
582,0.089205924
583,0.093900973
584,0.095778992
585,0.095778992
586,0.092961963
587,0.089205924
588,0.087327905
589,0.086388895
590,0.088266914
591,0.091083944
592,0.10329107
593,0.135217401
594,0.163387693
595,0.164326702
596,0.136156411
597,0.097657012
598,0.075120778
599,0.066669691
600,0.061035632
601,0.059157613
602,0.061035632
603,0.066669691
604,0.075120778
605,0.083571866
606,0.091083944
607,0.095778992
608,0.097657012
609,0.097657012
610,0.094839983
611,0.091083944
612,0.089205924
613,0.088266914
614,0.090144934
615,0.093900973
616,0.10329107
617,0.134278391
618,0.162448683
619,0.165265712
620,0.13803443
621,0.099535031
622,0.076059788
623,0.06854771
624,0.062913652
625,0.060096623
626,0.062913652
627,0.073242759
628,0.080754837
629,0.089205924
630,0.096718002
631,0.10329107
632,0.106108099
633,0.107047109
634,0.107047109
635,0.10516909
636,0.10423008
637,0.10423008
638,0.10516909
639,0.107047109
640,0.115498197
641,0.144607498
642,0.170899771
643,0.17183878
644,0.143668488
645,0.10423008
646,0.081693846
647,0.073242759
648,0.0676087
649,0.065730681
650,0.0676087
651,0.073242759
652,0.081693846
653,0.090144934
654,0.097657012
655,0.10423008
656,0.107047109
657,0.108925128
658,0.107986119
659,0.106108099
660,0.10516909
661,0.10516909
662,0.107047109
663,0.108925128
664,0.119254235
665,0.148363537
666,0.174655809
667,0.174655809
668,0.146485518
669,0.107047109
670,0.083571866
671,0.076059788
672,0.07042573
673,0.06854771
674,0.071364739
675,0.076998798
676,0.084510876
677,0.092961963
678,0.101413051
679,0.107047109
680,0.110803148
681,0.111742158
682,0.110803148
683,0.109864138
684,0.108925128
685,0.108925128
686,0.109864138
687,0.112681167
688,0.120193245
689,0.149302547
690,0.175594819
691,0.177472839
692,0.149302547
693,0.109864138
694,0.086388895
695,0.077937807
696,0.072303749
697,0.07042573
698,0.072303749
699,0.077937807
700,0.085449885
701,0.094839983
702,0.10235206
703,0.107986119
704,0.110803148
705,0.111742158
706,0.111742158
707,0.109864138
708,0.108925128
709,0.107986119
710,0.109864138
711,0.111742158
712,0.118315226
713,0.146485518
714,0.17277779
715,0.174655809
716,0.146485518
717,0.107047109
718,0.083571866
719,0.075120778
720,0.06948672
721,0.0676087
722,0.06948672
723,0.074181769
724,0.081693846
725,0.091083944
726,0.098596021
727,0.10423008
728,0.107047109
729,0.107986119
730,0.107047109
731,0.106108099
732,0.10516909
733,0.10423008
734,0.106108099
735,0.107986119
736,0.116437206
737,0.145546508
738,0.170899771
739,0.17183878
740,0.142729479
741,0.10329107
742,0.079815827
743,0.072303749
744,0.066669691
745,0.064791671
746,0.061035632
747,0.066669691
748,0.075120778
749,0.083571866
750,0.091083944
751,0.095778992
752,0.097657012
753,0.096718002
754,0.094839983
755,0.091083944
756,0.089205924
757,0.089205924
758,0.090144934
759,0.093900973
760,0.10329107
761,0.133339381
762,0.162448683
763,0.165265712
764,0.13803443
765,0.099535031
766,0.076059788
767,0.06854771
768,0.062913652
769,0.061035632
770,0.062913652
771,0.06854771
772,0.076998798
773,0.085449885
774,0.092961963
775,0.097657012
776,0.099535031
777,0.098596021
778,0.096718002
779,0.092961963
780,0.091083944
781,0.090144934
782,0.092022953
783,0.095778992
784,0.10423008
785,0.133339381
786,0.162448683
787,0.166204722
788,0.139912449
789,0.101413051
790,0.077937807
791,0.06948672
792,0.063852662
793,0.061974642
794,0.063852662
795,0.074181769
796,0.082632856
797,0.091083944
798,0.098596021
799,0.10423008
800,0.107986119
801,0.108925128
802,0.108925128
803,0.107047109
804,0.106108099
805,0.106108099
806,0.107047109
807,0.108925128
808,0.117376216
809,0.145546508
810,0.17277779
811,0.1737168
812,0.145546508
813,0.106108099
814,0.082632856
815,0.075120778
816,0.06948672
817,0.0676087
818,0.06948672
819,0.075120778
820,0.082632856
821,0.092022953
822,0.099535031
823,0.10516909
824,0.108925128
825,0.109864138
826,0.109864138
827,0.107986119
828,0.107047109
829,0.107047109
830,0.108925128
831,0.110803148
832,0.119254235
833,0.147424527
834,0.174655809
835,0.176533829
836,0.148363537
837,0.108925128
838,0.085449885
839,0.077937807
840,0.072303749
841,0.07042573
842,0.072303749
843,0.077937807
844,0.086388895
845,0.094839983
846,0.10329107
847,0.108925128
848,0.112681167
849,0.113620177
850,0.113620177
851,0.111742158
852,0.110803148
853,0.110803148
854,0.112681167
855,0.114559187
856,0.121132255
857,0.147424527
858,0.175594819
859,0.178411848
860,0.151180566
861,0.111742158
862,0.088266914
863,0.079815827
864,0.074181769
865,0.072303749
866,0.074181769
867,0.079815827
868,0.087327905
869,0.096718002
870,0.10423008
871,0.109864138
872,0.112681167
873,0.113620177
874,0.112681167
875,0.111742158
876,0.109864138
877,0.109864138
878,0.110803148
879,0.112681167
880,0.120193245
881,0.147424527
882,0.174655809
883,0.176533829
884,0.148363537
885,0.108925128
886,0.085449885
887,0.076998798
888,0.071364739
889,0.06948672
890,0.071364739
891,0.076059788
892,0.084510876
893,0.092961963
894,0.100474041
895,0.106108099
896,0.108925128
897,0.109864138
898,0.108925128
899,0.107047109
900,0.106108099
901,0.10516909
902,0.107047109
903,0.108925128
904,0.116437206
905,0.143668488
906,0.170899771
907,0.17277779
908,0.144607498
909,0.10516909
910,0.081693846
911,0.074181769
912,0.06854771
913,0.066669691
914,0.063852662
915,0.06948672
916,0.076998798
917,0.085449885
918,0.092961963
919,0.097657012
920,0.099535031
921,0.098596021
922,0.095778992
923,0.092961963
924,0.091083944
925,0.090144934
926,0.092022953
927,0.094839983
928,0.10329107
929,0.131461362
930,0.161509673
931,0.166204722
932,0.139912449
933,0.101413051
934,0.078876817
935,0.07042573
936,0.064791671
937,0.062913652
938,0.064791671
939,0.07042573
940,0.078876817
941,0.087327905
942,0.094839983
943,0.099535031
944,0.101413051
945,0.101413051
946,0.098596021
947,0.094839983
948,0.092961963
949,0.092022953
950,0.093900973
951,0.097657012
952,0.10516909
953,0.134278391
954,0.164326702
955,0.168082741
956,0.141790469
957,0.10329107
958,0.079815827
959,0.072303749
960,0.066669691
961,0.063852662
962,0.066669691
963,0.076998798
964,0.084510876
965,0.092961963
966,0.101413051
967,0.107047109
968,0.109864138
969,0.111742158
970,0.110803148
971,0.109864138
972,0.107986119
973,0.107986119
974,0.109864138
975,0.111742158
976,0.119254235
977,0.146485518
978,0.1737168
979,0.175594819
980,0.147424527
981,0.107986119
982,0.085449885
983,0.076998798
984,0.071364739
985,0.06948672
986,0.071364739
987,0.076998798
988,0.085449885
989,0.093900973
990,0.10235206
991,0.107986119
992,0.111742158
993,0.112681167
994,0.112681167
995,0.110803148
996,0.109864138
997,0.110803148
998,0.111742158
999,0.114559187
1000,0.120193245
1001,0.146485518
1002,0.1737168
1003,0.177472839
1004,0.150241557
1005,0.111742158
1006,0.088266914
1007,0.079815827
1008,0.075120778
1009,0.073242759
1010,0.075120778
1011,0.080754837
1012,0.088266914
1013,0.097657012
1014,0.10516909
1015,0.111742158
1016,0.115498197
1017,0.116437206
1018,0.116437206
1019,0.114559187
1020,0.113620177
1021,0.114559187
1022,0.115498197
1023,0.117376216
1024,0.123949284
1025,0.149302547
1026,0.177472839
1027,0.180289868
1028,0.153058586
1029,0.113620177
1030,0.090144934
1031,0.082632856
1032,0.076998798
1033,0.075120778
1034,0.076998798
1035,0.082632856
1036,0.090144934
1037,0.098596021
1038,0.106108099
1039,0.111742158
1040,0.115498197
1041,0.116437206
1042,0.116437206
1043,0.114559187
1044,0.113620177
1045,0.113620177
1046,0.114559187
1047,0.116437206
1048,0.123010274
1049,0.150241557
1050,0.177472839
1051,0.179350858
1052,0.151180566
1053,0.111742158
1054,0.088266914
1055,0.079815827
1056,0.074181769
1057,0.071364739
1058,0.073242759
1059,0.078876817
1060,0.086388895
1061,0.094839983
1062,0.10235206
1063,0.107986119
1064,0.111742158
1065,0.112681167
1066,0.111742158
1067,0.110803148
1068,0.109864138
1069,0.109864138
1070,0.110803148
1071,0.112681167
1072,0.118315226
1073,0.143668488
1074,0.170899771
1075,0.174655809
1076,0.147424527
1077,0.107986119
1078,0.084510876
1079,0.076998798
1080,0.071364739
1081,0.06854771
1082,0.065730681
1083,0.071364739
1084,0.079815827
1085,0.088266914
1086,0.095778992
1087,0.100474041
1088,0.10235206
1089,0.10235206
1090,0.099535031
1091,0.096718002
1092,0.094839983
1093,0.093900973
1094,0.095778992
1095,0.099535031
1096,0.106108099
1097,0.133339381
1098,0.163387693
1099,0.169021751
1100,0.142729479
1101,0.10423008
1102,0.080754837
1103,0.073242759
1104,0.0676087
1105,0.065730681
1106,0.0676087
1107,0.073242759
1108,0.081693846
1109,0.090144934
1110,0.097657012
1111,0.10235206
1112,0.10423008
1113,0.10423008
1114,0.101413051
1115,0.098596021
1116,0.096718002
1117,0.096718002
1118,0.098596021
1119,0.101413051
1120,0.109864138
1121,0.13803443
1122,0.167143732
1123,0.17183878
1124,0.144607498
1125,0.106108099
1126,0.082632856
1127,0.075120778
1128,0.06854771
1129,0.066669691
1130,0.06854771
1131,0.078876817
1132,0.087327905
1133,0.095778992
1134,0.10329107
1135,0.109864138
1136,0.113620177
1137,0.114559187
1138,0.114559187
1139,0.112681167
1140,0.111742158
1141,0.112681167
1142,0.113620177
1143,0.115498197
1144,0.121132255
1145,0.146485518
1146,0.174655809
1147,0.177472839
1148,0.151180566
1149,0.111742158
1150,0.088266914
1151,0.079815827
1152,0.074181769
1153,0.072303749
1154,0.074181769
1155,0.079815827
1156,0.088266914
1157,0.096718002
1158,0.10423008
1159,0.110803148
1160,0.114559187
1161,0.115498197
1162,0.115498197
1163,0.114559187
1164,0.113620177
1165,0.114559187
1166,0.115498197
1167,0.117376216
1168,0.122071265
1169,0.147424527
1170,0.175594819
1171,0.180289868
1172,0.153058586
1173,0.114559187
1174,0.091083944
1175,0.082632856
1176,0.077937807
1177,0.076059788
1178,0.077937807
1179,0.083571866
1180,0.091083944
1181,0.100474041
1182,0.107986119
1183,0.114559187
1184,0.118315226
1185,0.119254235
1186,0.119254235
1187,0.118315226
1188,0.117376216
1189,0.117376216
1190,0.119254235
1191,0.121132255
1192,0.126766313
1193,0.153058586
1194,0.180289868
1195,0.184045907
1196,0.155875615
1197,0.116437206
1198,0.092961963
1199,0.085449885
1200,0.079815827
1201,0.077937807
1202,0.079815827
1203,0.085449885
1204,0.092961963
1205,0.101413051
1206,0.108925128
1207,0.115498197
1208,0.118315226
1209,0.120193245
1210,0.119254235
1211,0.118315226
1212,0.117376216
1213,0.117376216
1214,0.118315226
1215,0.120193245
1216,0.125827304
1217,0.151180566
1218,0.178411848
1219,0.181228878
1220,0.153997595
1221,0.114559187
1222,0.091083944
1223,0.082632856
1224,0.076998798
1225,0.075120778
1226,0.076059788
1227,0.081693846
1228,0.089205924
1229,0.097657012
1230,0.10516909
1231,0.111742158
1232,0.114559187
1233,0.116437206
1234,0.115498197
1235,0.114559187
1236,0.113620177
1237,0.113620177
1238,0.114559187
1239,0.116437206
1240,0.120193245
1241,0.144607498
1242,0.17277779
1243,0.177472839
1244,0.151180566
1245,0.111742158
1246,0.087327905
1247,0.079815827
1248,0.074181769
1249,0.072303749
1250,0.06854771
1251,0.074181769
1252,0.082632856
1253,0.091083944
1254,0.098596021
1255,0.10329107
1256,0.106108099
1257,0.10516909
1258,0.10329107
1259,0.100474041
1260,0.098596021
1261,0.097657012
1262,0.099535031
1263,0.10329107
1264,0.109864138
1265,0.13709542
1266,0.167143732
1267,0.17183878
1268,0.146485518
1269,0.107986119
1270,0.084510876
1271,0.076059788
1272,0.07042573
1273,0.06854771
1274,0.07042573
1275,0.076059788
1276,0.084510876
1277,0.092961963
1278,0.100474041
1279,0.10516909
1280,0.107986119
1281,0.107047109
1282,0.10516909
1283,0.10235206
1284,0.100474041
1285,0.100474041
1286,0.10235206
1287,0.10516909
1288,0.111742158
1289,0.139912449
1290,0.169021751
1291,0.174655809
1292,0.148363537
1293,0.108925128
1294,0.086388895
1295,0.077937807
1296,0.072303749
1297,0.07042573
1298,0.072303749
1299,0.082632856
1300,0.090144934
1301,0.098596021
1302,0.107047109
1303,0.112681167
1304,0.116437206
1305,0.118315226
1306,0.117376216
1307,0.116437206
1308,0.115498197
1309,0.116437206
1310,0.117376216
1311,0.119254235
1312,0.123010274
1313,0.147424527
1314,0.175594819
1315,0.180289868
1316,0.153997595
1317,0.114559187
1318,0.091083944
1319,0.083571866
1320,0.077937807
1321,0.076059788
1322,0.077937807
1323,0.083571866
1324,0.091083944
1325,0.100474041
1326,0.107986119
1327,0.113620177
1328,0.117376216
1329,0.119254235
1330,0.119254235
1331,0.118315226
1332,0.117376216
1333,0.118315226
1334,0.119254235
1335,0.122071265
1336,0.126766313
1337,0.151180566
1338,0.179350858
1339,0.184045907
1340,0.156814625
1341,0.117376216
1342,0.093900973
1343,0.086388895
1344,0.080754837
1345,0.078876817
1346,0.081693846
1347,0.087327905
1348,0.094839983
1349,0.10329107
1350,0.111742158
1351,0.117376216
1352,0.122071265
1353,0.123010274
1354,0.123010274
1355,0.123010274
1356,0.122071265
1357,0.122071265
1358,0.123949284
1359,0.125827304
1360,0.130522352
1361,0.155875615
1362,0.184045907
1363,0.186862936
1364,0.160570664
1365,0.120193245
1366,0.096718002
1367,0.089205924
1368,0.083571866
1369,0.081693846
1370,0.083571866
1371,0.089205924
1372,0.096718002
1373,0.10516909
1374,0.112681167
1375,0.118315226
1376,0.122071265
1377,0.123949284
1378,0.123949284
1379,0.123010274
1380,0.122071265
1381,0.122071265
1382,0.123010274
1383,0.125827304
1384,0.128644333
1385,0.152119576
1386,0.179350858
1387,0.184984916
1388,0.157753634
1389,0.118315226
1390,0.094839983
1391,0.086388895
1392,0.080754837
1393,0.077937807
1394,0.079815827
1395,0.085449885
1396,0.092961963
1397,0.101413051
1398,0.108925128
1399,0.114559187
1400,0.118315226
1401,0.120193245
1402,0.120193245
1403,0.119254235
1404,0.118315226
1405,0.118315226
1406,0.119254235
1407,0.121132255
1408,0.125827304
1409,0.149302547
1410,0.176533829
1411,0.181228878
1412,0.154936605
1413,0.115498197
1414,0.091083944
1415,0.083571866
1416,0.077937807
1417,0.076059788
1418,0.072303749
1419,0.077937807
1420,0.086388895
1421,0.094839983
1422,0.10235206
1423,0.107047109
1424,0.109864138
1425,0.109864138
1426,0.107047109
1427,0.10516909
1428,0.10329107
1429,0.10329107
1430,0.10516909
1431,0.107986119
1432,0.114559187
1433,0.141790469
1434,0.170899771
1435,0.176533829
1436,0.150241557
1437,0.111742158
1438,0.088266914
1439,0.079815827
1440,0.074181769
1441,0.072303749
1442,0.074181769
1443,0.079815827
1444,0.088266914
1445,0.096718002
1446,0.10423008
1447,0.108925128
1448,0.111742158
1449,0.111742158
1450,0.109864138
1451,0.107047109
1452,0.10516909
1453,0.10516909
1454,0.107047109
1455,0.109864138
1456,0.115498197
1457,0.140851459
1458,0.170899771
1459,0.177472839
1460,0.152119576
1461,0.113620177
1462,0.090144934
1463,0.081693846
1464,0.076059788
1465,0.074181769
1466,0.076059788
1467,0.086388895
1468,0.093900973
1469,0.10329107
1470,0.110803148
1471,0.116437206
1472,0.120193245
1473,0.122071265
1474,0.122071265
1475,0.121132255
1476,0.121132255
1477,0.121132255
1478,0.123010274
1479,0.124888294
1480,0.127705323
1481,0.151180566
1482,0.179350858
1483,0.184045907
1484,0.158692644
1485,0.118315226
1486,0.094839983
1487,0.087327905
1488,0.081693846
1489,0.079815827
1490,0.081693846
1491,0.087327905
1492,0.094839983
1493,0.10423008
1494,0.111742158
1495,0.117376216
1496,0.122071265
1497,0.123010274
1498,0.123949284
1499,0.123010274
1500,0.122071265
1501,0.123010274
1502,0.124888294
1503,0.126766313
1504,0.131461362
1505,0.155875615
1506,0.183106897
1507,0.187801946
1508,0.160570664
1509,0.121132255
1510,0.097657012
1511,0.090144934
1512,0.084510876
1513,0.082632856
1514,0.085449885
1515,0.091083944
1516,0.098596021
1517,0.107047109
1518,0.115498197
1519,0.121132255
1520,0.125827304
1521,0.127705323
1522,0.127705323
1523,0.126766313
1524,0.126766313
1525,0.126766313
1526,0.128644333
1527,0.130522352
1528,0.134278391
1529,0.157753634
1530,0.184984916
1531,0.190618975
1532,0.164326702
1533,0.124888294
1534,0.100474041
1535,0.092961963
1536,0.087327905
1537,0.085449885
1538,0.087327905
1539,0.092961963
1540,0.100474041
1541,0.108925128
1542,0.116437206
1543,0.123010274
1544,0.126766313
1545,0.127705323
1546,0.127705323
1547,0.126766313
1548,0.125827304
1549,0.126766313
1550,0.127705323
1551,0.129583342
1552,0.132400372
1553,0.154936605
1554,0.182167887
1555,0.187801946
1556,0.162448683
1557,0.122071265
1558,0.098596021
1559,0.090144934
1560,0.084510876
1561,0.082632856
1562,0.083571866
1563,0.089205924
1564,0.096718002
1565,0.10516909
1566,0.112681167
1567,0.119254235
1568,0.123010274
1569,0.123949284
1570,0.123949284
1571,0.123010274
1572,0.122071265
1573,0.122071265
1574,0.123949284
1575,0.125827304
1576,0.129583342
1577,0.153997595
1578,0.181228878
1579,0.185923926
1580,0.158692644
1581,0.119254235
1582,0.094839983
1583,0.087327905
1584,0.081693846
1585,0.079815827
1586,0.076998798
1587,0.082632856
1588,0.090144934
1589,0.098596021
1590,0.106108099
1591,0.111742158
1592,0.113620177
1593,0.113620177
1594,0.111742158
1595,0.108925128
1596,0.107986119
1597,0.107986119
1598,0.108925128
1599,0.112681167
1600,0.118315226
1601,0.143668488
1602,0.17277779
1603,0.179350858
1604,0.153997595
1605,0.115498197
1606,0.092022953
1607,0.083571866
1608,0.077937807
1609,0.076059788
1610,0.077937807
1611,0.084510876
1612,0.092022953
1613,0.100474041
1614,0.107986119
1615,0.113620177
1616,0.115498197
1617,0.115498197
1618,0.113620177
1619,0.111742158
1620,0.109864138
1621,0.109864138
1622,0.111742158
1623,0.114559187
1624,0.119254235
1625,0.143668488
1626,0.1737168
1627,0.181228878
1628,0.156814625
1629,0.117376216
1630,0.093900973
1631,0.085449885
1632,0.079815827
1633,0.077937807
1634,0.079815827
1635,0.090144934
1636,0.098596021
1637,0.107047109
1638,0.114559187
1639,0.121132255
1640,0.124888294
1641,0.126766313
1642,0.126766313
1643,0.125827304
1644,0.125827304
1645,0.125827304
1646,0.127705323
1647,0.129583342
1648,0.133339381
1649,0.156814625
1650,0.184045907
1651,0.188740955
1652,0.162448683
1653,0.123010274
1654,0.099535031
1655,0.091083944
1656,0.085449885
1657,0.083571866
1658,0.085449885
1659,0.091083944
1660,0.099535031
1661,0.107986119
1662,0.115498197
1663,0.122071265
