time,Niger
2/6/2015 17:30,0.019910196
2/6/2015 18:30,0
2/6/2015 19:30,0
2/6/2015 20:30,0
2/6/2015 21:30,0
2/6/2015 22:30,0
2/6/2015 23:30,0
2/7/2015 0:30,0
2/7/2015 1:30,0
2/7/2015 2:30,0
2/7/2015 3:30,0
2/7/2015 4:30,0
2/7/2015 5:30,0.000862753
2/7/2015 6:30,0.07716636
2/7/2015 7:30,0.315809118
2/7/2015 8:30,0.564849982
2/7/2015 9:30,0.751606966
2/7/2015 10:30,0.860378863
2/7/2015 11:30,0.906893912
2/7/2015 12:30,0.888263613
2/7/2015 13:30,0.80226767
2/7/2015 14:30,0.646451555
2/7/2015 15:30,0.430291035
2/7/2015 16:30,0.184030282
2/7/2015 17:30,0.020193503
2/7/2015 18:30,0
2/7/2015 19:30,0
2/7/2015 20:30,0
2/7/2015 21:30,0
2/7/2015 22:30,0
2/7/2015 23:30,0
2/8/2015 0:30,0
2/8/2015 1:30,0
2/8/2015 2:30,0
2/8/2015 3:30,0
2/8/2015 4:30,0
2/8/2015 5:30,0.000933368
2/8/2015 6:30,0.078015724
2/8/2015 7:30,0.317943366
